title,beds,bath,area,adress,type,purpose,flooPlan,url,lastUpdated,price
A 2350 Sq Ft Nice And Comfortable Flat Is Up For Rent In Gulshan Near To United Hospital Limited,3 ,3 ,"2,350 sqft","Gulshan 2, Gulshan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1066807-400x300.webp,https://www.bproperty.com/en/property/details-1806787.html,"January 30, 2022",75 Thousand
3000 Sq Ft Flat Is Now Available For Rent Nearby South Khulsi Jame Masjid In South Khulsi,3 ,4 ,"3,000 sqft","Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/670935-400x300.webp,https://www.bproperty.com/en/property/details-1810004.html,"January 23, 2022",60 Thousand
This Flat Has 2 Bedrooms Is Up For Rent At Mousumi R/a Nearby Pubali Bank Limited,2 ,2 ,"1,050 sqft","Mousumi Residential Area, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544893-400x300.webp,https://www.bproperty.com/en/property/details-1833882.html,"July 4, 2021",9 Thousand
Apartment Is Up For Rent At Khulshi Nearby Ab Bank Limited Atm,3 ,3 ,"2,000 sqft","Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/455723-400x300.webp,https://www.bproperty.com/en/property/details-1894240.html,"January 25, 2022",30 Thousand
"Reside At Ease, In This 800 Sq Ft Flat For Rent In Mirpur",2 ,2 ,800 sqft,"South Monipur, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1479955-240x180.webp,https://www.bproperty.com/en/property/details-5446213.html,"January 11, 2023",14 Thousand
Plan to move in this 2200 SQ FT flat which is up to Rent in Gulshan 2,3 ,3 ,"2,200 sqft","Gulshan 2, Gulshan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544893-400x300.webp,https://www.bproperty.com/en/property/details-2041594.html,"February 8, 2023",80 Thousand
Take A Quick Look At This 800 Sq Ft Flat For Rent In South Monipur,2 ,2 ,800 sqft,"South Monipur, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1479876-240x180.webp,https://www.bproperty.com/en/property/details-5445050.html,"January 11, 2023",14 Thousand
Affordable And Beautiful Flat Is Up For Rent In Mirpur Which Is 1250 Sq Ft,3 ,3 ,"1,250 sqft","West Kazipara, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1569922-240x180.webp,https://www.bproperty.com/en/property/details-5430659.html,"January 3, 2023",18 Thousand
"1100 Sq Ft Flat With 3 Bedrooms Is For Rent In Mirpur, East Kazipara",3 ,3 ,"1,100 sqft","East Kazipara, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1484291-400x300.webp,https://www.bproperty.com/en/property/details-3670234.html,"February 8, 2023",20 Thousand
"View This Amazing 1100 Sq Ft Apartment Ready To Rent In Mirpur Dohs, Avenue 3",3 ,3 ,"1,100 sqft","Avenue 3, Mirpur DOHS, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570481-400x300.webp,https://www.bproperty.com/en/property/details-4825692.html,"February 8, 2023",25 Thousand
"View This 1880 Sq Ft Apartment Ready To Rent In Mirpur-12, Block B",3 ,3 ,"1,880 sqft","Block B, Section 12, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570480-240x180.webp,https://www.bproperty.com/en/property/details-5461879.html,"January 12, 2023",35 Thousand
"This 2100 Sq Ft Apartment For Rent At Khulshi, Habib Lane",3 ,3 ,"2,100 sqft","Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567984-400x300.webp,https://www.bproperty.com/en/property/details-4715931.html,"February 12, 2023",30 Thousand
A Contemporary Cozy Full Furnished Flat Of 2400 Sq Ft Is Up For Rent Is Situated At Gulshan 2,3 ,4 ,"2,400 sqft","Gulshan 2, Gulshan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567039-400x300.webp,https://www.bproperty.com/en/property/details-3092426.html,"February 6, 2023",1.25 Lakh
"3 Bedroom, 1300 Sq Ft Uttara-10 Residence With A View Is Up For Rent.",3 ,3 ,"1,300 sqft","Sector 10, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570593-400x300.webp,https://www.bproperty.com/en/property/details-5097230.html,"February 7, 2023",25 Thousand
Get This 3800 Sq Ft Ready Flat For Rent In Gulshan 2,3 ,4 ,"3,800 sqft","Gulshan 2, Gulshan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1484295-400x300.webp,https://www.bproperty.com/en/property/details-3855111.html,"February 8, 2023",3 Lakh
"1200 Square Feet Apartment For Rent In Adabor, Mansurabad Housing Society",3 ,3 ,"1,200 sqft","Block C, Mansurabad Housing Society, Adabor, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570593-400x300.webp,https://www.bproperty.com/en/property/details-3911720.html,"January 17, 2023",20 Thousand
1935 Sq Ft Apartment With 3 Bedrooms Is For Rent In Uttara-4,3 ,4 ,"1,935 sqft","Sector 4, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570706-400x300.webp,https://www.bproperty.com/en/property/details-3468333.html,"February 7, 2023",40 Thousand
Flat for Rent in Banani close to Banani Bazar,3 ,3 ,"2,200 sqft","Banani, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570593-400x300.webp,https://www.bproperty.com/en/property/details-1944229.html,"February 8, 2023",70 Thousand
Comfortable And Nicely Planned Flat In Gulshan 2 For Rent Nearby Gulshan Central Masjid,3 ,3 ,"3,187 sqft","Gulshan 2, Gulshan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/28663-240x180.webp,https://www.bproperty.com/en/property/details-1959706.html,"September 28, 2021",80 Thousand
"View This 1050 Sq Ft Flat Up For Rent In The Great Location Of West Kazipara, Mirpur",3 ,2 ,"1,050 sqft","West Kazipara, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1569952-240x180.webp,https://www.bproperty.com/en/property/details-5430661.html,"January 9, 2023",16 Thousand
1800 Sq Ft Full Furnished Apartment Is Available For Rent In Bashundhara,4 ,4 ,"1,800 sqft","Block B, Bashundhara R-A, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1569717-240x180.webp,https://www.bproperty.com/en/property/details-3124512.html,"January 12, 2023",80 Thousand
Check This Apartment Up For Rent At Uttara Near Baitul Aman Jam'e Mashjid.,2 ,2 ,950 sqft,"Sector 9, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570593-400x300.webp,https://www.bproperty.com/en/property/details-1916038.html,"July 26, 2022",25 Thousand
"Beautiful 800 SQ FT flat is available to Rent in Mohammadpur, Block A",2 ,2 ,800 sqft,"Block A, Sat Masjid Housing, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1569750-400x300.webp,https://www.bproperty.com/en/property/details-2068066.html,"July 5, 2022",13.5 Thousand
Choose Your Destination At 1250 Sq Ft Flat Which Is Available For Rent In Uttara Near Ulukhola Bazar,3 ,3 ,"1,250 sqft","Sector 10, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570593-400x300.webp,https://www.bproperty.com/en/property/details-1828851.html,"February 7, 2023",30 Thousand
"At Kalabagan, Flat For Rent Close To Lake Circus.",3 ,4 ,"1,520 sqft","Kalabagan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1257631-400x300.webp,https://www.bproperty.com/en/property/details-2011606.html,"February 6, 2023",37 Thousand
"Create Your New Home In A Nice Flat For Rent In Khulshi Hill R/a, Near Khulshi Jame Masjid",4 ,4 ,"3,200 sqft","Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1569750-400x300.webp,https://www.bproperty.com/en/property/details-1981094.html,"July 27, 2022",60 Thousand
"Get A Look At This Lovely Flat For Rent Featuring 4000 Sq Ft In Bashundhara R-a, Block I",5 ,4 ,"4,000 sqft","Block I, Bashundhara R-A, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/537434-400x300.webp,https://www.bproperty.com/en/property/details-4626755.html,"February 14, 2023",1.4 Lakh
"Choose your destination, 600 SQ FT flat which is available for Rent in Mohammadpur near to Mohammadpur Shia Masjid",2 ,1 Bath,600 sqft,"Abdur Rafique Housing Society, Shekhertek, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1569750-400x300.webp,https://www.bproperty.com/en/property/details-1821580.html,"January 15, 2023",12 Thousand
This 1806 Square Feet Apartment Is Waiting For You To Reside In The Nice Locality Of Bashundhara,3 ,4 ,"1,806 sqft","Block C, Bashundhara R-A, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570593-400x300.webp,https://www.bproperty.com/en/property/details-3633968.html,"February 16, 2023",36 Thousand
"Reside In This 1400 Sq Ft Flat Up For Rent In Dhanmondi, North Circular Road",3 ,3 ,"1,400 sqft","Dhanmondi, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567039-400x300.webp,https://www.bproperty.com/en/property/details-5545805.html,"January 8, 2023",30 Thousand
A very nice 750 SQ FT flat is now available for rent nearby Red'Res in Mohammadpur,2 ,2 ,750 sqft,"Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544893-400x300.webp,https://www.bproperty.com/en/property/details-1756906.html,"February 4, 2023",15 Thousand
Apartment for Rent in Ibrahimpur nearby Ibrahimpur Jame Masjid,3 ,3 ,"1,500 sqft","Ibrahimpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544893-400x300.webp,https://www.bproperty.com/en/property/details-1905976.html,"February 7, 2023",22 Thousand
This Home Including 2 Bedroom Is Now Available For Rent In South Monipur Road,2 ,2 ,800 sqft,"South Monipur, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1479987-240x180.webp,https://www.bproperty.com/en/property/details-5446215.html,"January 9, 2023",14 Thousand
920 Sq Ft Two-Bed Apartment Is Up For Rent In Mohammadpur Nearby PC Culture Housing Jame Mosjid,2 ,2 ,920 sqft,"PC Culture Housing, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/955412-240x180.webp,https://www.bproperty.com/en/property/details-2015383.html,"June 7, 2020",16.5 Thousand
2500 Sq Ft Furnished Residential Apartment For Rent In Mohakhali DOHS,3 ,4 ,"2,500 sqft","Mohakhali DOHS, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/531369-400x300.webp,https://www.bproperty.com/en/property/details-5186677.html,"January 10, 2023",1.1 Lakh
Take Rent This 1911 Sq. Ft Flat At Bashundhara R-a -block A With Massive Balconies,3 ,4 ,"1,911 sqft","Block A, Bashundhara R-A, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567039-400x300.webp,https://www.bproperty.com/en/property/details-3875341.html,"February 4, 2023",40 Thousand
"Get To Live In This 1100 Sq Ft Flat Up For Rent In West Kazipara, Mirpur",3 ,2 ,"1,100 sqft","West Kazipara, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1569939-240x180.webp,https://www.bproperty.com/en/property/details-5430660.html,"January 9, 2023",17 Thousand
"3 Bedroom, 3 Bathroom Apartment With A View Is Up For Rent Nearby Sher-e-bangla Road Jame Mosjid.",3 ,3 ,"1,200 sqft","Sher-E-Bangla Road, Dhanmondi, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1571161-400x300.webp,https://www.bproperty.com/en/property/details-1978645.html,"February 9, 2023",30 Thousand
Decent-sized Apartment Is Vacant For Rent In North Manikdi.,2 ,2 ,700 sqft,"Manikdi, Cantonment, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567039-400x300.webp,https://www.bproperty.com/en/property/details-5013631.html,"February 7, 2023",9.5 Thousand
3600 Sq Ft Full Furnished Flat Is Up For Rent In Uttara-7,4 ,5 ,"3,600 sqft","Sector 7, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544893-400x300.webp,https://www.bproperty.com/en/property/details-3217670.html,"February 7, 2023",1 Lakh
1250 Square Feet Decent Residential Apartment For Rent At South Manikdi - Khan Polli .,3 ,3 ,"1,250 sqft","South Manikdi, Manikdi, Cantonment, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544893-400x300.webp,https://www.bproperty.com/en/property/details-4091991.html,"February 5, 2023",18 Thousand
Very Well Designed 950 Sq Ft Residential Flat Is There For Rent At Shahjadpur,2 ,2 ,950 sqft,"Badda, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567039-400x300.webp,https://www.bproperty.com/en/property/details-4756241.html,"February 1, 2023",22 Thousand
"900 Sq Ft Flat Is Ready To Rent In Manikdi, Cantonment",2 ,2 ,900 sqft,"Manikdi, Cantonment, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567984-400x300.webp,https://www.bproperty.com/en/property/details-4760861.html,"February 7, 2023",16 Thousand
"Deal With This 1100 Sq Ft Flat To Rent In Badda, Nurer Chala",3 ,2 ,"1,100 sqft","Nurer Chala, Badda, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/455723-400x300.webp,https://www.bproperty.com/en/property/details-3367239.html,"February 16, 2023",20 Thousand
Check This 1800 Sq Ft Flat Up For Rent In 15 No. Bagmoniram Ward,3 ,3 ,"1,800 sqft","Mehidibag, 15 No. Bagmoniram Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567984-400x300.webp,https://www.bproperty.com/en/property/details-3390538.html,"February 5, 2023",35 Thousand
Invest In Your Dreams By Renting This Decent 3000 Sq Ft. Home Which Is Available At Uttara-3.,4 ,4 ,"3,000 sqft","Sector 3, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1540715-240x180.webp,https://www.bproperty.com/en/property/details-3464640.html,"July 1, 2022",70 Thousand
Seize This 1300 Sq Ft Comfy Flat Up For Rent In Aftab Nagar,3 ,3 ,"1,300 sqft","Sector 2, Block E, Aftab Nagar, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1523061-400x300.webp,https://www.bproperty.com/en/property/details-5551848.html,"February 12, 2023",21 Thousand
"View This Amazing 2200 Sq Ft Flat For Rent In Bangshal, North South Road",3 ,3 ,"2,200 sqft","Bangshal, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567039-400x300.webp,https://www.bproperty.com/en/property/details-5552154.html,"February 5, 2023",50 Thousand
1532 Square Feet Apartment Is For Rent In Boro Maghbazar,3 ,3 ,"1,532 sqft","Maghbazar, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567039-400x300.webp,https://www.bproperty.com/en/property/details-3970820.html,"February 6, 2023",33 Thousand
2250 Sq Ft Pleasant Flat Is Ready For Rent In Dhanmondi,4 ,4 ,"2,250 sqft","Dhanmondi, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/607305-400x300.webp,https://www.bproperty.com/en/property/details-3815893.html,"February 2, 2023",70 Thousand
"800 Sq Ft Budget-friendly Flat For Rent In Cantonment, Matikata",2 ,2 ,800 sqft,"Matikata, Cantonment, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/118780-400x300.webp,https://www.bproperty.com/en/property/details-4764645.html,"February 5, 2023",14 Thousand
"Deal With This Delightful 1350 Sq Ft Flat For Rent In Mirpur, Ahmed Nagar",3 ,3 ,"1,350 sqft","Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1523061-400x300.webp,https://www.bproperty.com/en/property/details-5479357.html,"February 5, 2023",22 Thousand
"Apartment of 800 SQ FT for rent in Panchlaish, near First Security Islami Bank Limited | Panchlaish Branch",2 ,2 ,800 sqft,"Block B, Sugandha Residential Area, Panchlaish, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1523061-400x300.webp,https://www.bproperty.com/en/property/details-1836984.html,"February 2, 2023",13 Thousand
A Well-maintained Residence Of 1395 Sq Ft Is Prepared For Rent In Mehidibag,3 ,3 ,"1,395 sqft","Mehidibag, 15 No. Bagmoniram Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1562377-400x300.webp,https://www.bproperty.com/en/property/details-4814071.html,"January 4, 2023",25 Thousand
"A Convenient 2450 Sq Ft Residential Flat Is Prepared To Be Rented At Sector 6, Uttara",3 ,3 ,"2,450 sqft","Sector 6, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1516763-240x180.webp,https://www.bproperty.com/en/property/details-4986411.html,"September 15, 2021",60 Thousand
2400 Square Feet Residential Apartment For Rent In Bashundhara R/a,3 ,3 ,"2,400 sqft","Block A, Bashundhara R-A, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1536495-240x180.webp,https://www.bproperty.com/en/property/details-3875911.html,"December 8, 2021",55 Thousand
"1200 Sq Ft Flat Is Up For Rent In East Kazipara, Mirpur",3 ,3 ,"1,200 sqft","East Kazipara, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1523061-400x300.webp,https://www.bproperty.com/en/property/details-5267136.html,"February 5, 2023",16 Thousand
1330 Square Feet Nice Apartment Is For Rent In South Monipur,3 ,2 ,"1,330 sqft","Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1239158-400x300.webp,https://www.bproperty.com/en/property/details-1983175.html,"February 5, 2023",19 Thousand
"Amazing Flat Is Now Available For rent In Sutrapur, Satish Sarkar Road",3 ,2 ,"1,000 sqft","Gandaria, Sutrapur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/118780-400x300.webp,https://www.bproperty.com/en/property/details-4830904.html,"November 29, 2020",15 Thousand
Great Location! Check Out This 1450 Sq. ft Large Flat For Rent At Matikata Road.,3 ,4 ,"1,450 sqft","Cantonment, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544893-400x300.webp,https://www.bproperty.com/en/property/details-3381534.html,"December 26, 2022",30 Thousand
An Apartment Of 2145 Sq Ft Is Ready For Rent At Uttara-7,2 ,3 ,"2,145 sqft","Sector 7, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544893-400x300.webp,https://www.bproperty.com/en/property/details-3458420.html,"February 1, 2023",80 Thousand
